Days,Effective Precipitation (mm/day),Evapotranspiration (mm/day),Actual Evapotranspiration (mm/day),Storage (mm),Runoff (mm/day),Runoff in Area (m^3/day)
20,0.000000,0.000000,0.000000,329.300163,0.329630,340936.095199
21,0.000000,0.000000,0.000000,328.970863,0.329300,340595.159104
22,0.000000,0.000000,0.000000,328.641892,0.328971,340254.563945
23,0.000000,0.000000,0.000000,328.313251,0.328642,339914.309381
24,0.000000,0.000000,0.000000,327.984937,0.328313,339574.395072
25,0.000000,0.000000,0.000000,327.656952,0.327985,339234.820677
26,0.000000,0.000000,0.000000,327.329295,0.327657,338895.585856
27,0.000000,0.000000,0.000000,327.001966,0.327329,338556.690270
28,0.000000,0.000000,0.000000,326.674964,0.327002,338218.133580
29,0.000000,0.000000,0.000000,326.348289,0.326675,337879.915446
30,0.000000,0.000000,0.000000,326.021941,0.326348,337542.035531
31,0.000000,0.000000,0.000000,325.695919,0.326022,337204.493495
32,0.000000,0.000000,0.000000,325.370223,0.325696,336867.289002
33,0.000000,0.000000,0.000000,325.044853,0.325370,336530.421713
34,3.400000,0.000000,0.000000,325.730658,0.325045,336193.891291
35,0.000000,0.000000,0.000000,325.183551,0.547107,565872.583732
36,0.000000,0.000000,0.000000,324.858706,0.399307,413003.186041
37,0.000000,0.000000,0.000000,324.533847,0.324859,336001.359752
38,0.000000,0.000000,0.000000,324.209314,0.324534,335665.358392
39,0.000000,0.000000,0.000000,323.885104,0.324209,335329.693034
40,0.000000,0.000000,0.000000,323.561219,0.323885,334994.363341
41,0.000000,0.000000,0.000000,323.237658,0.323561,334659.368977
42,0.000000,0.000000,0.000000,322.914420,0.323238,334324.709608
43,0.000000,0.000000,0.000000,322.591506,0.322914,333990.384899
44,0.000000,0.000000,0.000000,322.268914,0.322592,333656.394514
45,0.000000,0.000000,0.000000,321.946645,0.322269,333322.738119
46,0.000000,0.000000,0.000000,321.624699,0.321947,332989.415381
47,0.000000,0.000000,0.000000,321.303074,0.321625,332656.425966
48,0.000000,0.000000,0.000000,320.981771,0.321303,332323.769540
49,0.000000,0.000000,0.000000,320.660789,0.320982,331991.445770
50,0.000000,0.000000,0.000000,320.340128,0.320661,331659.454325
51,11.800000,0.351000,0.168728,325.505061,0.320340,331327.794870
52,1.100000,0.000000,0.000000,324.963297,1.526780,1579148.344761
53,0.000000,0.000000,0.000000,323.584171,1.379126,1426430.161835
54,0.000000,0.000000,0.000000,322.536890,1.047281,1083202.929559
55,0.000000,0.000000,0.000000,321.748420,0.788471,815515.100981
56,0.000000,0.000000,0.000000,321.161793,0.586627,606747.977874
57,0.000000,0.000000,0.000000,320.797723,0.429217,443938.975652
58,0.000000,0.000000,0.000000,320.476925,0.320798,331801.084382
59,0.000000,0.000000,0.000000,320.156448,0.320477,331469.283297
60,0.000000,1.404000,0.717480,322.039989,0.320156,331137.814014
61,2.800000,2.574000,1.338392,326.109984,0.804650,832249.321423
62,0.300000,3.393000,1.817865,329.207591,1.671543,1728876.753552
63,0.600000,3.042000,1.669986,331.559734,2.324539,2404270.588310
64,12.400000,3.744000,2.102246,339.279184,2.813562,2910066.706137
65,16.800000,14.040000,8.319285,358.585211,4.483420,4637201.443079
66,0.200000,0.000000,0.000000,350.960809,8.702354,9000844.843097
67,3.900000,0.000000,0.000000,347.280834,6.996622,7236606.206613
68,0.000000,0.000000,0.000000,341.122142,6.158692,6369935.582476
69,0.000000,0.000000,0.000000,336.346669,4.775473,4939271.918515
70,0.000000,0.000000,0.000000,332.650078,3.696590,3823383.538461
71,3.100000,0.000000,0.000000,333.024206,2.855090,2953019.850577
72,0.000000,0.000000,0.000000,330.115029,2.909176,3008960.914950
73,0.000000,0.000000,0.000000,327.874066,2.240964,2317828.613638
74,0.000000,0.000000,0.000000,326.154280,1.719786,1778774.579514
75,0.000000,0.000000,0.000000,324.840984,1.313296,1358341.564637
76,0.000000,0.000000,0.000000,323.844723,0.996261,1030432.915640
77,0.000000,0.000000,0.000000,323.095721,0.749002,774693.242927
78,0.000000,0.000000,0.000000,322.539552,0.556169,575245.342643
79,0.000000,0.000000,0.000000,322.217393,0.405787,419704.995808
80,6.600000,1.404000,0.934619,328.271613,0.322217,333269.449200
81,0.000000,0.000000,0.000000,326.546901,1.724711,1783868.989276
82,0.000000,0.000000,0.000000,325.229681,1.317220,1362400.570001
83,0.000000,0.000000,0.000000,324.230277,0.999405,1033684.220208
84,1.900000,1.521000,1.034848,328.150436,0.751537,777314.455594
85,11.500000,16.146000,11.122619,334.762897,1.586001,1640400.655297
86,3.700000,12.753000,8.660277,333.672286,3.012800,3116138.537670
87,0.000000,10.764000,7.116845,330.927336,2.744950,2839101.907361
88,0.000000,11.700000,7.519059,328.814162,2.113174,2185655.914878
89,13.000000,10.062000,6.269549,333.385254,1.620417,1675996.884314
90,20.300000,10.062000,6.283658,340.477282,2.598225,2687344.616059
91,1.200000,3.042000,1.933950,336.929865,4.130668,4272350.160205
92,2.000000,2.925000,1.849543,334.574197,3.322461,3436421.248294
93,1.100000,7.839000,4.940125,332.327664,2.776466,2871698.832452
94,1.000000,6.084000,3.764953,330.546134,2.254508,2331838.123781
95,0.000000,0.000000,0.000000,328.711254,1.834880,1897815.893428
96,0.000000,0.000000,0.000000,327.307713,1.403541,1451682.766586
97,1.500000,0.000000,0.000000,326.940302,1.067125,1103727.541280
98,0.000000,4.680000,2.866436,325.981617,0.958685,991568.166690
99,0.000000,5.265000,3.185475,325.261424,0.720193,744895.294809
100,0.000000,5.967000,3.560751,324.727228,0.534196,552518.982618
101,0.000000,3.510000,2.062042,324.402795,0.389146,402493.958456
102,0.000000,2.808000,1.634569,324.078392,0.324403,335529.810778
103,1.600000,2.340000,1.352189,324.010494,0.324078,335194.280967
104,0.500000,3.159000,1.821688,323.686739,0.380114,393151.821397
105,0.000000,7.722000,4.422037,323.363053,0.323687,334789.194576
106,0.000000,7.956000,4.464503,323.039690,0.323363,334454.405381
107,1.400000,15.912000,8.744178,322.853974,0.323040,334119.950976
108,3.500000,9.594000,5.074244,323.601002,0.352928,365033.385205
109,13.300000,17.199000,8.962853,328.331472,0.557875,577010.192050
110,1.600000,22.815000,11.833037,327.393950,1.570663,1624536.587665
111,5.000000,10.998000,5.393202,327.927095,1.336520,1382362.843138
112,5.000000,7.722000,3.741254,328.348139,1.425952,1474862.533042
113,0.000000,9.594000,4.633541,326.857389,1.490750,1541882.598554
114,0.000000,16.965000,7.988936,325.722408,1.134981,1173910.584813
115,0.700000,9.360000,4.213137,325.104958,0.857509,886921.171936
116,4.200000,6.318000,2.782173,325.819830,0.693921,717722.464992
117,3.700000,9.711000,4.276531,326.237505,0.823472,851717.247798
118,0.100000,1.170000,0.509711,325.383019,0.887668,918114.528516
119,0.900000,4.563000,1.982617,325.008832,0.672015,695065.128399
120,0.000000,10.881000,4.688698,324.446776,0.562056,581334.773749
121,5.300000,18.603000,7.789225,325.669775,0.410794,424883.983450
122,9.600000,11.817000,4.819397,327.985307,0.664474,687265.521873
123,11.700000,8.541000,3.523339,330.513004,1.146324,1185642.887248
124,0.000000,3.276000,1.389795,328.838126,1.674878,1732326.033425
125,7.200000,5.850000,2.460624,329.865006,1.278893,1322758.626977
126,0.000000,4.446000,1.898225,328.387684,1.477322,1527993.829785
127,1.300000,10.062000,4.246289,327.680543,1.124854,1163436.391041
128,0.000000,6.552000,2.707680,326.738690,0.941853,974158.807630
129,11.400000,3.510000,1.425816,329.556002,0.707243,731501.842953
130,5.700000,10.179000,4.305674,330.092144,1.299677,1344256.262565
131,4.600000,19.188000,8.094403,330.179337,1.390281,1437967.829059
132,0.000000,31.707000,12.965355,328.797194,1.382144,1429551.332050
133,0.000000,20.592000,7.725676,327.746414,1.050779,1086821.210170
134,1.600000,16.731000,5.940811,327.385891,0.792343,819519.943932
135,7.500000,33.111000,11.345840,328.652777,0.685789,709312.056564
136,0.100000,5.265000,1.724679,327.740362,0.937293,969442.501243
137,0.000000,9.828000,3.177221,327.030983,0.709378,733709.998391
138,1.100000,19.539000,6.155101,326.767890,0.526159,544205.832054
139,0.900000,28.665000,8.633310,326.532431,0.441149,456280.250592
140,0.000000,13.221000,3.708808,326.206062,0.362246,374670.562594
141,0.500000,9.594000,2.598770,325.879856,0.326206,337394.929519
142,2.900000,21.528000,5.708082,325.686716,0.325880,337057.534589
143,33.800000,19.890000,5.098299,331.578430,0.354757,366924.995745
144,38.700000,22.932000,7.198876,339.107959,1.693160,1751235.562954
145,1.300000,9.477000,3.524365,336.153231,3.322361,3436317.650723
146,0.500000,8.775000,3.204124,333.646986,2.645052,2735776.997670
147,0.100000,12.402000,4.436762,331.607743,2.066437,2137315.399011
148,1.400000,14.391000,4.984923,330.385662,1.590589,1645146.250166
149,0.000000,15.795000,5.308790,329.091118,1.294544,1338947.178439
150,0.000000,7.020000,2.262500,328.108533,0.982585,1016287.522835
151,0.000000,9.711000,3.072628,327.369249,0.739284,764641.082739
152,4.700000,13.572000,4.185777,327.919927,0.549536,568384.922650
153,3.700000,18.837000,5.780851,328.138122,0.643607,665682.381358
154,2.500000,15.912000,4.761379,328.041191,0.664558,687352.627323
155,0.000000,20.358000,5.941921,327.424982,0.616209,637345.396421
156,0.000000,16.965000,4.689329,326.971781,0.453646,469206.259711
157,0.000000,20.358000,5.378816,326.644809,0.326972,338186.912686
158,0.000000,16.965000,4.244931,326.318164,0.326645,337848.725773
159,0.000000,30.069000,7.191681,325.991846,0.326318,337510.877047
160,0.000000,33.813000,7.454464,325.665854,0.325992,337173.366170
161,1.400000,17.199000,3.458145,325.340188,0.325666,336836.192804
162,1.400000,23.283000,4.543871,325.014848,0.325340,336499.356611
163,0.000000,18.603000,3.468373,324.689833,0.325015,336162.857255
164,0.000000,19.188000,3.404290,324.365143,0.324690,335826.694397
165,10.200000,13.455000,2.267981,324.887895,0.324365,335490.867703
166,23.000000,35.568000,6.609352,327.605045,0.510406,527913.433730
167,0.000000,18.252000,4.016724,326.524451,1.080595,1117658.895170
168,5.600000,21.060000,4.414592,326.596689,0.815306,843271.231997
169,3.800000,30.654000,6.449440,326.397532,0.803669,831234.591292
170,1.900000,26.676000,5.386650,325.955154,0.732352,757471.387663
171,0.000000,15.561000,2.989311,325.347601,0.607554,628392.850461
172,0.000000,16.614000,3.062380,324.919852,0.446445,461757.557047
173,9.800000,26.559000,4.683883,325.449420,0.324920,336064.602880
174,0.000000,14.625000,2.724267,324.936837,0.512582,530163.756951
175,7.500000,24.921000,4.465512,325.345496,0.372350,385122.015304
176,3.500000,22.230000,4.100151,325.347005,0.485955,502623.741145
177,0.000000,15.561000,2.826072,324.888177,0.458827,474565.211151
178,0.000000,14.742000,2.568937,324.563314,0.330453,341787.444007
179,1.400000,23.985000,4.019308,324.238751,0.324563,335695.836139
180,0.400000,18.369000,2.944562,323.914512,0.324239,335360.140303
181,0.000000,11.817000,1.814553,323.590598,0.323915,335024.780163
182,0.000000,15.678000,2.333410,323.267007,0.323591,334689.755382
183,0.000000,30.537000,4.359534,322.943740,0.323267,334355.065627
184,0.000000,11.349000,1.491484,322.620797,0.322944,334020.710561
185,0.000000,24.570000,3.133642,322.298176,0.322621,333686.689851
186,4.400000,13.806000,1.648248,321.975878,0.322298,333353.003161
187,0.300000,24.687000,3.098668,321.653902,0.321976,333019.650158
188,3.800000,22.932000,2.709714,321.332248,0.321654,332686.630508
189,14.000000,26.091000,3.134089,321.825362,0.321332,332353.943877
190,0.500000,10.179000,1.476996,321.379826,0.500189,517345.608677
191,0.000000,18.018000,2.566090,321.058686,0.373923,386748.184481
192,0.000000,29.484000,4.002211,320.737628,0.321059,332070.999163
193,0.000000,12.987000,1.627647,320.416890,0.320738,331738.928164
194,0.000000,28.782000,3.485332,320.096473,0.320417,331407.189236
195,6.900000,21.060000,2.359270,319.907164,0.320096,331075.782047
196,3.200000,23.868000,2.919748,319.587388,0.348550,360504.861810
197,6.000000,18.018000,2.203461,319.369598,0.319587,330549.234993
198,0.000000,26.910000,3.518060,319.050330,0.341663,353382.301800
199,8.200000,30.771000,3.741172,319.030974,0.319050,329993.756236
200,6.000000,22.464000,2.947983,319.088555,0.384664,397858.025170
201,0.400000,16.965000,2.334900,318.769842,0.401501,415272.327237
202,0.100000,19.188000,2.542187,318.451072,0.318770,329703.647905
203,3.900000,38.142000,4.810028,318.132621,0.318451,329373.944257
204,1.300000,17.433000,2.140392,317.814489,0.318133,329044.570313
205,0.000000,24.219000,2.913046,317.496674,0.317814,328715.525742
206,0.000000,25.857000,2.914091,317.179178,0.317497,328386.810217
207,0.000000,15.561000,1.635748,316.861998,0.317179,328058.423406
208,5.200000,19.305000,1.947153,316.545136,0.316862,327730.364983
209,4.700000,10.413000,1.127744,316.228591,0.316545,327402.634618
210,0.600000,12.402000,1.446086,315.912363,0.316229,327075.231983
211,0.000000,17.901000,2.045420,315.596450,0.315912,326748.156751
212,27.200000,32.643000,3.556167,317.056666,0.315596,326421.408595
213,1.600000,26.910000,4.431162,316.549428,0.705960,730173.911641
214,0.000000,15.210000,2.384668,315.984565,0.564864,584238.550039
215,8.700000,35.685000,5.373396,316.545076,0.411120,425221.121687
216,1.100000,28.431000,4.454146,316.166592,0.508403,525840.747674
217,2.700000,26.559000,3.920118,315.984381,0.395718,409290.632130
218,0.000000,14.040000,2.016771,315.668530,0.345241,357082.846499
219,0.000000,23.049000,3.189924,315.352861,0.315669,326495.960294
220,0.000000,21.645000,2.815972,315.037508,0.315353,326169.464333
221,0.000000,12.636000,1.551341,314.722471,0.315038,325843.294869
222,0.300000,13.104000,1.555907,314.407748,0.314722,325517.451574
223,2.500000,25.740000,2.970345,314.093341,0.314408,325191.934123
224,4.300000,19.305000,2.193244,313.779247,0.314093,324866.742188
225,0.200000,13.923000,1.644812,313.465468,0.313779,324541.875446
226,3.600000,14.859000,1.698845,313.152003,0.313465,324217.333571
227,0.000000,16.263000,1.926720,312.838851,0.313152,323893.116237
228,0.000000,23.400000,2.654958,312.526012,0.312839,323569.223121
229,0.000000,21.879000,2.331254,312.213486,0.312526,323245.653898
230,2.100000,25.155000,2.527744,311.901272,0.312213,322922.408244
231,0.900000,26.208000,2.593590,311.589371,0.311901,322599.485836
232,0.000000,26.793000,2.528765,311.277782,0.311589,322276.886350
233,0.200000,13.104000,1.150561,310.966504,0.311278,321954.609463
234,0.000000,17.901000,1.526864,310.655537,0.310967,321632.654854
235,0.000000,22.347000,1.817310,310.344882,0.310656,321311.022199
236,0.000000,17.784000,1.362149,310.034537,0.310345,320989.711177
237,0.000000,15.210000,1.111092,309.724502,0.310035,320668.721466
238,7.700000,32.409000,2.273792,309.414778,0.309725,320348.052744
239,3.400000,34.515000,2.872542,309.105363,0.309415,320027.704692
240,5.000000,30.069000,2.527200,308.796258,0.309105,319707.676987
241,3.800000,28.431000,2.549158,308.487461,0.308796,319387.969310
242,8.700000,11.934000,1.100924,308.330835,0.308487,319068.581341
243,0.000000,24.219000,2.675140,308.022656,0.341588,353304.808918
244,0.000000,15.093000,1.562067,307.714633,0.308023,318587.832774
245,0.000000,10.881000,1.081919,307.406918,0.307715,318269.244942
246,0.000000,27.846000,2.690399,307.099511,0.307407,317950.975697
247,0.000000,13.104000,1.174345,306.792412,0.307100,317633.024721
248,0.000000,14.040000,1.215329,306.485620,0.306792,317315.391696
249,0.000000,17.433000,1.453910,306.179134,0.306486,316998.076305
250,5.400000,23.751000,1.890986,305.872955,0.306179,316681.078228
251,3.900000,19.422000,1.707372,305.567082,0.305873,316364.397150
252,20.800000,25.272000,2.348914,306.261384,0.305567,316048.032753
253,0.500000,10.998000,1.508691,305.787791,0.525233,543248.162718
254,0.000000,11.934000,1.604167,305.482385,0.389345,402699.047834
255,0.000000,14.625000,1.904851,305.176902,0.305482,315960.430412
256,0.000000,17.316000,2.169525,304.871725,0.305177,315644.469981
257,0.000000,12.870000,1.539839,304.566854,0.304872,315328.825511
258,0.000000,17.550000,2.029470,304.262287,0.304567,315013.496686
259,0.000000,32.292000,3.563715,303.958024,0.304262,314698.483189
260,0.800000,22.347000,2.258993,303.654066,0.303958,314383.784706
261,0.000000,9.711000,0.943260,303.350412,0.303654,314069.400921
262,0.000000,15.444000,1.462223,303.047062,0.303350,313755.331520
263,0.000000,12.636000,1.148292,302.744015,0.303047,313441.576189
264,0.000000,9.594000,0.843189,302.441271,0.302744,313128.134613
265,0.000000,24.102000,2.065380,302.138830,0.302441,312815.006478
266,0.000000,25.155000,2.020441,301.836691,0.302139,312502.191472
267,0.000000,25.506000,1.914555,301.534854,0.301837,312189.689280
268,0.000000,14.625000,1.024944,301.233319,0.301535,311877.499591
269,0.000000,21.879000,1.474973,300.932086,0.301233,311565.622091
270,0.000000,11.466000,0.728979,300.631154,0.300932,311254.056469
271,0.000000,16.731000,1.031982,300.330523,0.300631,310942.802413
272,0.000000,8.073000,0.476273,300.030192,0.300331,310631.859610
273,0.000000,18.603000,1.074447,299.730162,0.300030,310321.227751
274,0.000000,18.369000,1.009582,299.430432,0.299730,310010.906523
275,0.600000,7.254000,0.379634,299.131001,0.299430,309700.895616
276,4.600000,15.678000,0.828534,298.831870,0.299131,309391.194721
277,0.100000,10.998000,0.683941,298.533039,0.298832,309081.803526
278,0.100000,9.009000,0.546453,298.234505,0.298533,308772.721723
279,0.000000,8.892000,0.528923,297.936271,0.298235,308463.949001
280,0.000000,16.497000,0.958590,297.638335,0.297936,308155.485052
281,0.000000,13.221000,0.735258,297.340696,0.297638,307847.329567
282,3.100000,11.583000,0.622006,297.043356,0.297341,307539.482237
283,0.000000,20.943000,1.252895,296.746312,0.297043,307231.942755
284,0.000000,14.157000,0.800781,296.449566,0.296746,306924.710812
285,0.000000,7.839000,0.427075,296.153116,0.296450,306617.786101
286,0.000000,9.594000,0.512029,295.856963,0.296153,306311.168315
287,0.000000,12.402000,0.645369,295.561106,0.295857,306004.857147
288,0.200000,13.338000,0.671680,295.265545,0.295561,305698.852290
289,7.900000,7.956000,0.390732,294.970280,0.295266,305393.153438
290,9.600000,9.009000,0.611683,294.712608,0.294970,305087.760284
291,4.700000,3.978000,0.358078,294.417932,0.302881,313269.763656
292,0.000000,5.733000,0.576086,294.123515,0.294418,304516.467538
293,0.300000,5.733000,0.567494,293.829391,0.294124,304211.951071
294,0.100000,4.446000,0.436745,293.535562,0.293829,303907.739120
295,0.000000,10.413000,1.013580,293.242026,0.293536,303603.831381
296,0.000000,4.797000,0.454280,292.948784,0.293242,303300.227549
297,19.200000,10.881000,1.017579,293.552518,0.292949,302996.927322
298,1.300000,12.987000,1.783397,293.196997,0.489926,506730.449352
299,0.000000,15.678000,2.127729,292.904184,0.377253,390192.779180
300,0.200000,7.254000,0.944314,292.611279,0.292904,302950.797100
301,0.000000,8.424000,1.079880,292.318668,0.292611,302647.846303
302,2.000000,6.552000,0.821498,292.026349,0.292319,302345.198457
303,15.700000,15.210000,1.946222,292.795757,0.292026,302042.853258
304,2.300000,13.104000,2.094131,292.547660,0.525250,543265.802308
305,0.800000,12.519000,1.998321,292.207940,0.436008,450963.340716
306,18.400000,11.349000,1.773336,293.755970,0.326644,337848.182396
307,1.800000,4.095000,0.793916,293.322884,0.696734,720631.553270
308,0.000000,8.658000,1.695289,292.756049,0.566834,586276.684187
309,29.800000,5.148000,0.985303,296.656970,0.407545,421523.720862
310,0.200000,2.574000,0.656769,295.464433,1.231196,1273426.218221
311,0.000000,6.318000,1.603926,294.530112,0.934321,966368.711770
312,0.500000,7.137000,1.782059,293.930383,0.694289,718102.711375
313,0.600000,0.117000,0.028795,293.514310,0.527901,546007.574176
314,0.000000,0.000000,0.000000,293.176144,0.401951,415738.287496
315,0.100000,4.212000,1.041655,292.882968,0.293176,303232.086221
316,0.000000,4.563000,1.117058,292.590085,0.292883,302928.854135
317,0.000000,0.234000,0.056605,292.297495,0.292590,302625.925281
318,0.000000,0.000000,0.000000,292.005198,0.292297,302323.299356
319,0.000000,0.702000,0.169711,291.713193,0.292005,302020.976056
320,0.000000,5.031000,1.214044,291.421479,0.291713,301718.955080
321,0.000000,7.137000,1.699705,291.130058,0.291421,301417.236125
322,2.900000,13.923000,3.254247,290.901976,0.291130,301115.818889
323,0.200000,8.658000,2.004113,290.611138,0.304710,315161.159955
324,3.700000,7.371000,1.670933,290.505191,0.290611,300579.099535
325,1.500000,7.488000,1.724622,290.214871,0.330947,342298.253024
326,0.000000,7.254000,1.661554,289.924656,0.290215,300169.240699
327,0.000000,3.276000,0.736217,289.634731,0.289925,299869.071459
328,1.300000,2.340000,0.521387,289.345096,0.289635,299569.202387
329,13.400000,2.106000,0.472314,290.879490,0.289345,299269.633185
330,0.000000,0.000000,0.000000,290.189212,0.690278,713954.750925
331,2.400000,0.117000,0.029483,290.335021,0.503170,520428.950340
332,1.700000,3.042000,0.788093,290.168685,0.500037,517188.071787
333,1.900000,4.563000,1.189003,290.115565,0.428266,442956.026975
334,0.000000,2.574000,0.672969,289.825867,0.381439,394522.352473
335,22.900000,0.936000,0.243077,293.592175,0.289826,299766.893881
336,3.100000,3.276000,1.005477,293.132420,1.181886,1222424.275875
337,1.300000,0.936000,0.290621,292.393210,1.045598,1081461.898835
338,0.000000,0.000000,0.000000,291.545345,0.847865,876946.898322
339,0.000000,0.000000,0.000000,290.919081,0.626263,647744.274082
340,0.900000,0.000000,0.000000,290.958579,0.453449,469002.501482
341,0.000000,0.000000,0.000000,290.531441,0.427137,441788.259322
342,21.500000,5.967000,1.888250,295.853516,0.298201,308429.249796
343,0.500000,3.510000,1.267785,294.465800,1.525007,1577314.332879
344,0.000000,1.989000,0.713728,293.281078,1.184722,1225357.861881
345,5.100000,0.819000,0.292367,293.775822,0.889131,919628.024421
346,2.100000,0.000000,0.000000,293.396959,0.963057,996090.073852
347,6.700000,0.000000,0.000000,294.436283,0.844825,873802.406107
348,0.000000,0.000000,0.000000,293.397654,1.038629,1074253.603840
